  2.000  86.000 115.899  24.583
  6.000  86.000 120.167  25.077
 10.000  86.000 124.459  25.551
 14.000  86.000 128.777  26.000
 18.000  86.000 133.120  26.421
 22.000  86.000 137.488  26.811
 26.000  86.000 141.881  27.167
 30.000  86.000 146.299  27.486
 34.000  86.000 150.742  27.765
 38.000  86.000 155.211  28.003
 42.000  86.000 159.703  28.198
 46.000  86.000 164.219  28.348
 50.000  86.000 168.758  28.453
 54.000  86.000 173.317  28.514
 58.000  86.000 177.895  28.529
 62.000  86.000 182.489  28.501
 66.000  86.000 187.095  28.431
 70.000  86.000 191.709  28.321
 74.000  86.000 196.327  28.173
 78.000  86.000 200.942  27.991
 82.000  86.000 205.548  27.777
 86.000  86.000 210.139  27.536
 90.000  86.000 214.707  27.270
-266.000  86.000 219.244  26.983
-262.000  86.000 223.741  26.679
-258.000  86.000 228.191  26.360
-254.000  86.000 232.585  26.030
-250.000  86.000 236.917  25.692
-246.000  86.000 241.178  25.347
-242.000  86.000 245.364  24.999
-238.000  86.000 249.470  24.649
-234.000  86.000 253.493  24.298
-230.000  86.000 257.433  23.947
-226.000  86.000 261.289  23.597
-222.000  86.000 265.063  23.248
-218.000  86.000 268.761  22.899
-214.000  86.000 272.387  22.552
-210.000  86.000 275.948  22.205
-206.000  86.000 279.453  21.857
-202.000  86.000 282.909  21.507
-198.000  86.000 286.326  21.154
-194.000  86.000 289.713  20.798
-190.000  86.000 293.081  20.436
-186.000  86.000 296.437  20.070
-182.000  86.000 299.792  19.698
-178.000  86.000 303.152  19.320
-174.000  86.000 306.524  18.936
-170.000  86.000 309.916  18.549
-166.000  86.000 313.333  18.158
-162.000  86.000 316.778  17.766
-158.000  86.000 320.257  17.376
-154.000  86.000 323.770  16.991
-150.000  86.000 327.321  16.613
-146.000  86.000 330.911  16.247
-142.000  86.000 334.538  15.896
-138.000  86.000 338.203  15.566
-134.000  86.000 341.904  15.259
-130.000  86.000 345.639  14.979
-126.000  86.000 349.404  14.731
-122.000  86.000 353.195  14.518
-118.000  86.000 357.009  14.343
-114.000  86.000   0.840  14.209
-110.000  86.000   4.685  14.117
-106.000  86.000   8.538  14.069
-102.000  86.000  12.397  14.066
-98.000  86.000  16.258  14.108
-94.000  86.000  20.118  14.196
-90.000  86.000  23.977  14.328
-86.000  86.000  27.833  14.502
-82.000  86.000  31.687  14.719
-78.000  86.000  35.542  14.975
-74.000  86.000  39.398  15.269
-70.000  86.000  43.258  15.598
-66.000  86.000  47.125  15.960
-62.000  86.000  51.002  16.352
-58.000  86.000  54.892  16.772
-54.000  86.000  58.798  17.216
-50.000  86.000  62.721  17.683
-46.000  86.000  66.664  18.169
-42.000  86.000  70.630  18.673
-38.000  86.000  74.618  19.191
-34.000  86.000  78.631  19.721
-30.000  86.000  82.669  20.261
-26.000  86.000  86.733  20.808
-22.000  86.000  90.823  21.358
-18.000  86.000  94.938  21.910
-14.000  86.000  99.080  22.460
-10.000  86.000 103.247  23.006
 -6.000  86.000 107.439  23.543
 -2.000  86.000 111.656  24.070
  2.000  82.000 109.779  27.455
  6.000  82.000 114.340  28.443
 10.000  82.000 118.910  29.408
 14.000  82.000 123.491  30.342
 18.000  82.000 128.088  31.231
 22.000  82.000 132.707  32.065
 26.000  82.000 137.353  32.831
 30.000  82.000 142.034  33.517
 34.000  82.000 146.757  34.111
 38.000  82.000 151.531  34.603
 42.000  82.000 156.362  34.982
 46.000  82.000 161.260  35.240
 50.000  82.000 166.232  35.373
 54.000  82.000 171.285  35.376
 58.000  82.000 176.425  35.249
 62.000  82.000 181.659  34.996
 66.000  82.000 186.990  34.622
 70.000  82.000 192.418  34.137
 74.000  82.000 197.942  33.554
 78.000  82.000 203.555  32.886
 82.000  82.000 209.245  32.152
 86.000  82.000 214.992  31.370
 90.000  82.000 220.772  30.556
-266.000  82.000 226.550  29.729
-262.000  82.000 232.285  28.903
-258.000  82.000 237.929  28.092
-254.000  82.000 243.429  27.304
-250.000  82.000 248.729  26.548
-246.000  82.000 253.776  25.827
-242.000  82.000 258.519  25.143
-238.000  82.000 262.915  24.500
-234.000  82.000 266.934  23.897
-230.000  82.000 270.557  23.338
-226.000  82.000 273.783  22.824
-222.000  82.000 276.626  22.357
-218.000  82.000 279.116  21.940
-214.000  82.000 281.300  21.572
-210.000  82.000 283.234  21.250
-206.000  82.000 284.984  20.969
-202.000  82.000 286.615  20.719
-198.000  82.000 288.192  20.487
-194.000  82.000 289.769  20.258
-190.000  82.000 291.392  20.016
-186.000  82.000 293.096  19.744
-182.000  82.000 294.901  19.426
-178.000  82.000 296.821  19.051
-174.000  82.000 298.860  18.609
-170.000  82.000 301.015  18.095
-166.000  82.000 303.282  17.508
-162.000  82.000 305.651  16.851
-158.000  82.000 308.115  16.131
-154.000  82.000 310.664  15.359
-150.000  82.000 313.294  14.549
-146.000  82.000 316.002  13.716
-142.000  82.000 318.789  12.878
-138.000  82.000 321.663  12.054
-134.000  82.000 324.640  11.262
-130.000  82.000 327.739  10.521
-126.000  82.000 330.989   9.847
-122.000  82.000 334.420   9.256
-118.000  82.000 338.063   8.762
-114.000  82.000 341.937   8.374
-110.000  82.000 346.049   8.101
-106.000  82.000 350.379   7.948
-102.000  82.000 354.886   7.916
-98.000  82.000 359.511   8.004
-94.000  82.000   4.188   8.208
-90.000  82.000   8.856   8.519
-86.000  82.000  13.471   8.929
-82.000  82.000  18.006   9.426
-78.000  82.000  22.453   9.999
-74.000  82.000  26.815  10.635
-70.000  82.000  31.106  11.324
-66.000  82.000  35.345  12.056
-62.000  82.000  39.551  12.821
-58.000  82.000  43.743  13.614
-54.000  82.000  47.937  14.427
-50.000  82.000  52.149  15.259
-46.000  82.000  56.388  16.106
-42.000  82.000  60.661  16.968
-38.000  82.000  64.975  17.845
-34.000  82.000  69.329  18.738
